College Name,Place,Logo Link
AISSMS College of Engineering - [AISSMSCOE],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1688099093Screenshot20230630095131.jpg?h=43&w=43&mode=stretch
DKTE Society's Textile and Engineering Institute - [DKTE],"Kolhapur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478771694da1.jpg?h=43&w=43&mode=stretch
GS Mandal's Marathwada Institute of Technology - [MIT],"Aurangabad, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1621403883MITLogo.png?h=43&w=43&mode=stretch
Jayawantrao Sawant College of Engineering- [JSCOE],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1502960006mainlogo.png?h=43&w=43&mode=stretch
MIT-WPU Faculty of Engineering,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1593423811MITWPUlogo.png?h=43&w=43&mode=stretch
Maharashtra Institute of Technology - [MIT],"Aurangabad, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1631868334MITLogo.png?h=43&w=43&mode=stretch
Pillai College of Engineering - [PCE] Navi Mumbai,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1632480658Screenshot20210924162037.png?h=43&w=43&mode=stretch
Pune Institute of Computer Technology- [PICT],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col28177.png?h=43&w=43&mode=stretch
International Institute of Information Technology - [I²IT],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1631004056Logoi2it1.png?h=43&w=43&mode=stretch
St. Francis Institute of Management and Research - [SFIMAR],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1466747959Capture.png?h=43&w=43&mode=stretch
National Academy of Sports Management - [NASM],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1553770064logo.png?h=43&w=43&mode=stretch
Dhanwate National College - [DNC],"Nagpur, Maharashtra",https://images.collegedunia.com/public/asset/img/placeholders/logo_placeholder_70X70.png?h=43&w=43&mode=stretch
India International Trade Centre - [IITC],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col6812.jpg?h=43&w=43&mode=stretch
Central India College of Education,"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1427718284logo.jpg?h=43&w=43&mode=stretch
Fr. Conceicao Rodrigues College of Engineering - [CRCE],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1519798174Capture223.jpg?h=43&w=43&mode=stretch
Government College of Engineering - [GCOEN],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1492498038145682123165344853839116711135876133239084n.jpg?h=43&w=43&mode=stretch
Nagpur Veterinary College - [NVC],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1470722580Untitled.png?h=43&w=43&mode=stretch
Abhinav Education Society's College of Computer Science and Management,"Ambegaon, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1500542388gmlvsd.png?h=43&w=43&mode=stretch
Aegis School of Business and Telecommunication,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1429705533jp.jpg?h=43&w=43&mode=stretch
Thakur Institute of Management Studies,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1499335521dssd.png?h=43&w=43&mode=stretch
Vasantdada Sugar Institute - [VSI],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1513591203hvhgvhvjh.png?h=43&w=43&mode=stretch
JSPM Narhe Technical Campus - [JSPM NTC] Narhe,"Pune, Maharashtra",https://images.collegedunia.com/public/asset/img/placeholders/logo_placeholder_70X70.png?h=43&w=43&mode=stretch
Priyadarshini College of Engineering - [PCE],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478754135pcelogo.jpg?h=43&w=43&mode=stretch
Sri Balaji University,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1627889513logosribalaji.png?h=43&w=43&mode=stretch
Kohinoor Technical Institute - [KTI],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1555568950ktilogotm.jpg?h=43&w=43&mode=stretch
NMIMS Balwant Sheth School of Architecture - [BSSA],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1612524116Capture1.png?h=43&w=43&mode=stretch
Vasantrao Naik Mahavidyalaya,"Aurangabad, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1422698197zoutons-online-coupons.jpg?h=43&w=43&mode=stretch
Bharati Vidyapeeth College of Engineering - [BVCOE],"Kolhapur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1516604301logoedt852316.png?h=43&w=43&mode=stretch
Dhole Patil College of Engineering - [DPCOE],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1519149774Capture4.jpg?h=43&w=43&mode=stretch
Shah and Anchor Kutchhi Engineering College - [SAKEC],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/14786759201.jpg?h=43&w=43&mode=stretch
Theem College of Engineering - [TCOE],"Palghar, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1479297080THEEM12.jpg?h=43&w=43&mode=stretch
Xavier Institute of Engineering - [XIE],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478678097logo1.jpg?h=43&w=43&mode=stretch
Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering and Technology - [VPKBIET] Baramati,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1493891949148497626745844logo.jpg?h=43&w=43&mode=stretch
RICS School of Built Environment,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1535539524Logo.jpg?h=43&w=43&mode=stretch
Meghnad Desai Academy of Economics - [MDAE],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/16251297891558172820Screenshotfrom20190518151625.jpg?h=43&w=43&mode=stretch
Jawaharlal Nehru Engineering College - [JNEC],"Aurangabad, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1603439868Screenshot20201023132505.jpg?h=43&w=43&mode=stretch
M H Saboo Siddik College of Engineering - [MHSSCOE],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1605893751logo1.png?h=43&w=43&mode=stretch
Aurangabad College of Engineering - [ACE],"Aurangabad, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1470387818Capture.jpg?h=43&w=43&mode=stretch
D. Y. Patil College of Engineering,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1625137727dyplogo1.png?h=43&w=43&mode=stretch
Government College of Engineering - [GCOE],"Jalgaon, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1513678199gcoejlogo.jpg?h=43&w=43&mode=stretch
National Institute of Electronics and Information Technology - [NIELIT],"Aurangabad, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col14442.jpg?h=43&w=43&mode=stretch
Sanjivani College of Engineering,"Ahmednagar, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1605594428Screenshot20201117114931.jpg?h=43&w=43&mode=stretch
Dnyansagar Institute of Management and Research - [DIMR],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/149130071644.jpg?h=43&w=43&mode=stretch
Kavikulguru Institute of Technology and Science - [KITS],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1479364301logo1.png?h=43&w=43&mode=stretch
SIES Graduate School of Technology - [SIES-GST],"Navi Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1564729774gst.png?h=43&w=43&mode=stretch
SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1476852385Sinhgadcollegelogo.jpg?h=43&w=43&mode=stretch
Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1515153163logoedtnew10244541.png?h=43&w=43&mode=stretch
K. C. College of Engineering And Management Studies And Research,"Thane, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1416400470Capture1.jpg?h=43&w=43&mode=stretch
A. P. Shah Institute of Technology - [APSIT],"Thane, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1479287628logo.png?h=43&w=43&mode=stretch
Vidyavardhini's College of Engineering and Technology - [VCET],"Palghar, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1589371217Logo.jpg?h=43&w=43&mode=stretch
Suvidya Institute of Technology - [SIT],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1613541697image002.jpg?h=43&w=43&mode=stretch
P.A. Inamdar College of Visual Effects,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1615543734croppedpaiilslogo1.png?h=43&w=43&mode=stretch
Thadomal Shahani Centre For Management - [TSCFM],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1583387773TSCFMlogo.jpg?h=43&w=43&mode=stretch
Amrutvahini College of Engineering - [AVCOE],"Ahmednagar, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/141588215823.jpg?h=43&w=43&mode=stretch
Government College of Engineering - [GCE],"Chandrapur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478773449e logo.jpg?h=43&w=43&mode=stretch
Nagpur Institute of Technology - [NIT],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1595224043NITLogoV13.0..jpg?h=43&w=43&mode=stretch
Progressive Education Society's Modern College of Engineering - [MCOE],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1411122009cba.png?h=43&w=43&mode=stretch
Walchand Institute of Technology - [WIT],"Solapur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1479374293wil.jpg?h=43&w=43&mode=stretch
Sanpada College of Commerce and Technology - [SCCT],"Navi Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1479302726scct.jpg?h=43&w=43&mode=stretch
A. C. Patil College of Engineering - [ACPCE],"Navi Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1617524006Logo.png?h=43&w=43&mode=stretch
Vasantdada Patil Pratishtan's College of Engineering & Visual Arts,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1586437255Logo.png?h=43&w=43&mode=stretch
JD College of Engineering and Management,"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1603009968Screenshot20201018135237.jpg?h=43&w=43&mode=stretch
Shree LR Tiwari College of Engineering - [SLRTCE],"Thane, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1479286556h6.jpg?h=43&w=43&mode=stretch
Ajeenkya DY  Patil University - [ADYPU],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1605090549Logo.png?h=43&w=43&mode=stretch
H.V.P.Mandal's College of Engineering & Technology,"Amravati, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/14867055583.jpg?h=43&w=43&mode=stretch
Yashwantrao Mohite College,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1393911767k.png?h=43&w=43&mode=stretch
MKSSS’s Dr. Bhanuben Nanavati College of Architecture for Women - [BNCA],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1515392976logoedtnew.png?h=43&w=43&mode=stretch
Kamla Raheja Vidyanidhi Institute of Architecture and Environmental Studies - [KRVIA],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1561524864logo10.png?h=43&w=43&mode=stretch
Pune Institute of Aviation Technology,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col7202.jpg?h=43&w=43&mode=stretch
Cusrow Wadia Institute of Technology,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1394618315Cusrow Wadia Institute of Technology.JPG?h=43&w=43&mode=stretch
Gharda Institute of Technology-[GIT],"Ratnagiri, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/13946096293.png?h=43&w=43&mode=stretch
Konkan Gyanpeeth College of Engineering - [KGCE],"Karjat, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1479301481Capture.jpg?h=43&w=43&mode=stretch
Modern Education Society's Wadia College of Engineering - [MESWCOE],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1709880419mainmescoe1.png?h=43&w=43&mode=stretch
Rajiv Gandhi Institute of Technology - [RGIT],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col28044.png?h=43&w=43&mode=stretch
Shivajirao S Jondhale College of Engineering - [SSJCE],"Thane, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1394795966Shivajirao S. Jondhale College of Engineering.png?h=43&w=43&mode=stretch
Sinhgad Academy of Engineering - [SAE] Kondhawa,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1476783038Sinhgadcollegelogo.jpg?h=43&w=43&mode=stretch
Sir Visvesvaraya Institute Of Technology - [SVIT] Chincholi,"Nashik, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1562149487download3.jpg?h=43&w=43&mode=stretch
Usha Mittal Institute of Technology - [UMIT],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1603356386Logo.png?h=43&w=43&mode=stretch
ABMSP's Anantrao Pawar College of Engineering & Research - [APCOER],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1604478661Screenshot20201104135810.jpg?h=43&w=43&mode=stretch
Sapkal Knowledge Hub - [SKH],"Nashik, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/15808016281.png?h=43&w=43&mode=stretch
Tilak Maharashtra Vidyapeeth - [TMV],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1639811614image3.png?h=43&w=43&mode=stretch
Dhruv College of Commerce & Management,"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1424429524png.png?h=43&w=43&mode=stretch
Thakur Institute of Aviation Technology - [TIAT],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1427440157jpeg1.jpg?h=43&w=43&mode=stretch
Bharati Vidyapeeth College of Engineering - [BVCOE] Navi Mumbai,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1605876062images.png?h=43&w=43&mode=stretch
Genba Sopanrao Moze College of Engineering Balewadi,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1394609232ik.png?h=43&w=43&mode=stretch
Indira College of Engineering & Management - [ICEM],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/14955431431425965458png.png?h=43&w=43&mode=stretch
Siddhant College of Engineering - [SCOE] Sudumbare,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col15127.jpg?h=43&w=43&mode=stretch
Sipna's College of Engineering and Technology,"Amravati, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1428318723sipna.jpg?h=43&w=43&mode=stretch
Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1476774738Sinhgadcollegelogo.jpg?h=43&w=43&mode=stretch
Smt. Indira Gandhi College of Engineering - [SIGCE],"Navi Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1689312631Logo1.jpeg?h=43&w=43&mode=stretch
St Xaviers Technical Institute,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1429255272j[p.jpg?h=43&w=43&mode=stretch
Institute of Bioinformatics and Biotechnology - [IBB],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1429507807jp.jpg?h=43&w=43&mode=stretch
Jhulelal Institute of Technology - [JIT],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1652076334jhulelellog21.png?h=43&w=43&mode=stretch
K.K. Wagh Institute of Engineering Education & Research - [KKWIEER],"Nashik, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478088096kkw-logo-300x173.jpg?h=43&w=43&mode=stretch
Nutan Maharashtra Institute of Engineering and Technology - [NMIET] Talegaon,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1607689604Logo.jpg?h=43&w=43&mode=stretch
Aruna Manharlal Shah Institute of Management & Research - [AMSIMR],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/139410238828227.png?h=43&w=43&mode=stretch
Rustomjee Business School - [RBS],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1507206796logo.jpg?h=43&w=43&mode=stretch
Trade-wings Institute of management  - [TIM],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1545218486download1.png?h=43&w=43&mode=stretch
The School of Excellence - [TSOE],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1569300499logo1.png?h=43&w=43&mode=stretch
Datta Meghe College of Engineering Airoli,"Navi Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1470655738dmce logo.png?h=43&w=43&mode=stretch
Zeal Education Society's Zeal College of Engineering and Research - [ZCOER],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1628686170logoooo.png?h=43&w=43&mode=stretch
KDK College of Engineering,"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1592458005logo2.png?h=43&w=43&mode=stretch
Manoharbhai Patel Institute of Engineering and Technology - [MIET],"Gondiya, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1419248444miet-logo1.jpg?h=43&w=43&mode=stretch
Pravara Rural Engineering College  - [PREC] Loni,"Ahmednagar, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1659073916index.jpg?h=43&w=43&mode=stretch
Pune Vidhyarthi Griha's College of Engineering and Technology - [PVGCOET],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1411452639pvg12.png?h=43&w=43&mode=stretch
Sinhgad Institute of Technology and Science -[SITS] Narhe,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col28049.jpg?h=43&w=43&mode=stretch
Wainganga College of Engineering and Management - [WCEM],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1394022882Wainganga College of Engineering and Management.png?h=43&w=43&mode=stretch
Jawaharlal Darda Institute of Engineering and Technology - [JDIET],"Yavatmal, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1651495786Screenshot20220502181835.png?h=43&w=43&mode=stretch
Tulsiramji GaikwadPatil College of Engineering and Technology - [TGPCET],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/14787848431420621863av.png?h=43&w=43&mode=stretch
Vidyalankar School of Information Technology - [VSIT],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1427794591vsitt.jpg?h=43&w=43&mode=stretch
Rajiv Gandhi College of Engineering and Research - [RGCER],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478776068dasfbn.jpg?h=43&w=43&mode=stretch
MET Bhujbal Knowledge City,"Nashik, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/15948945896169898432156756817916168211059974743261184n.jpg?h=43&w=43&mode=stretch
Padmabhooshan Vasantdada Patil Institute of Technology - [PVPIT] Bavdhan,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1609060115Logo.png?h=43&w=43&mode=stretch
Chhatrapati Shivaji Maharaj University - [CSMU],"Navi Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1597408466logo.png?h=43&w=43&mode=stretch
Bharati Vidyapeeth College of Architecture - [BVDUCOA],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1680798856Screenshot20230406220254.png?h=43&w=43&mode=stretch
Evolve Business School - [EBS],"Navi Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1581947143EBSlogo2.jpg?h=43&w=43&mode=stretch
DY Patil School of Management - [DYPSOM],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1492232455csbcvsbzcvbnc.png?h=43&w=43&mode=stretch
Lithan Genovate,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1474370232Logo.png?h=43&w=43&mode=stretch
Aditya Engineering College - [AEC],"Beed, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478768784logo1.jpg?h=43&w=43&mode=stretch
Alamuri Ratnamala Institute of Engineering and Technology - [ARMIET],"Thane, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1630401424Armietlogo12.png?h=43&w=43&mode=stretch
Bharati Vidyapeeth College of Engineering For Women,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1607447173Logo.png?h=43&w=43&mode=stretch
Brahmdevdada Mane Institute of Technology - [BMIT],"Solapur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col13109.jpg?h=43&w=43&mode=stretch
DY Patil College of Engineering and Technology - [DYPCET],"Kolhapur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478768959logo.jpg?h=43&w=43&mode=stretch
Indian Institution of Industrial Engineering,"Navi Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col13789.jpg?h=43&w=43&mode=stretch
RMD Sinhgad School of Engineering -[RMDSSOE],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1616602798Logo.jpg?h=43&w=43&mode=stretch
JSPM'S Rajarshi Shahu College of Engineering - [RSCOE] Tathawade,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1705988727JSPMlogo.jpeg?h=43&w=43&mode=stretch
Shri Sant Gajanan Maharaj College of Engineering - [SSGMCE],"Shegaon, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1659598093SSGMCEFullNameVirticalColourLogo01.png?h=43&w=43&mode=stretch
College of Computer Science and Information Technology - [COCSIT],"Latur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1394441436College of Computer Science and Information Technology (COCSIT).JPG?h=43&w=43&mode=stretch
Arihant Group of Institutes - [AGI],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1577705107ARIHANTLOGOCCChangeColor.png?h=43&w=43&mode=stretch
Keystone School Of Engineering,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1418923357QWE.png?h=43&w=43&mode=stretch
PDEA College of Engineering Manjari,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1690953796download3.jpg?h=43&w=43&mode=stretch
Bharati Vidyapeeth Institute of Technology - [BVIT] Navi Mumbai,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1609077037Logo.png?h=43&w=43&mode=stretch
Rajarambapu Institute of Technology - [RIT],"Sangli, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1589483260RITTEXTLOGO.jpg?h=43&w=43&mode=stretch
AISSMS Institute of Information Technology,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1688104765Screenshot20230630112352.jpg?h=43&w=43&mode=stretch
Finolex Academy of Management and Technology - [FAMT],"Ratnagiri, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1670407022Screenshot20221207152106logo.png?h=43&w=43&mode=stretch
Laxminarayan Institute of Technology - [LIT],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1479364968fghjhj.jpg?h=43&w=43&mode=stretch
MVPS's  Karmaveer Adv. Baburao Ganpatrao Thakare College of Engineering,"Nashik, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1659157502croppedKbtLogo.png?h=43&w=43&mode=stretch
NBN Sinhgad School of Engineering - [NBNSSOE],"Ambegaon, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1394714284N.B.N. Sinhgad School of Engineering.png?h=43&w=43&mode=stretch
Nanasaheb Mahadik College of Engineering - [NMCE],"Sangli, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1560243657download.jpeg?h=43&w=43&mode=stretch
Priyadarshini Institute of Engineering and Technology - [PIET],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478753392priyadarshini-institute-of-engineering-and-technology-piet-nagpur.jpg?h=43&w=43&mode=stretch
Sharad Institute of Technology College of Engineering,"Kolhapur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478781959logo.jpg?h=43&w=43&mode=stretch
St. John College of Engineering and Management - [SJCEM],"Palghar, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478684270logo2.jpg?h=43&w=43&mode=stretch
Yadavrao Tasgaonkar Institute of Engineering and Technology - [YTIET],"Raigad, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478684388logo (1).png?h=43&w=43&mode=stretch
Watumull Institute of Electronic Engineering and Computer Technology - [WIEECT],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1414843302Capture1.jpg?h=43&w=43&mode=stretch
MIT School of Food Technology - [MITSoFT],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1603360788Logo.png?h=43&w=43&mode=stretch
Mahatma Gandhi Mission's College of Engineering and Technology - [MGMCET],"Navi Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478682461asdafrgt.png?h=43&w=43&mode=stretch
Indian Institute of Fire Engineering - [IIFE],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1562584822download5.jpg?h=43&w=43&mode=stretch
Marine Engineering And Research Institute - [MERI],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1473749892mERILOGO.jpg?h=43&w=43&mode=stretch
SVERI,"Pandharpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478770357logo123.jpg?h=43&w=43&mode=stretch
ASM Group of Institutes,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1485856611148585600845.jpg?h=43&w=43&mode=stretch
Ideal Institute of Technology,"Wada, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1492502320idealinstituteoftechnology.png?h=43&w=43&mode=stretch
Bajaj Institute of Technology - [BIT],"Wardha, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1549373807gscenlogo11.png?h=43&w=43&mode=stretch
Babasaheb Gawde Institute of Management Studies - [MMBGIMS],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1609845073headerlogo.png?h=43&w=43&mode=stretch
Vishwakarma Institute of Managment - [VIM],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1476783473Untitled.png?h=43&w=43&mode=stretch
Rohidas Patil Institute Of Management Studies - [RPIMS],"Thane, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/14909367565.jpg?h=43&w=43&mode=stretch
Genesis Business school,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1629375661download.png?h=43&w=43&mode=stretch
Arvind Gavali College of Engineering - [AGCE],"Satara, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1686218743Screenshotfrom20230608153402.png?h=43&w=43&mode=stretch
Ballarpur Institute of Technology - [BIT],"Chandrapur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1631799887logo1.png?h=43&w=43&mode=stretch
Bapurao Deshmukh College of Engineering - [BDCE],"Wardha, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1393928240Bapurao Deshmukh College of Engineering.png?h=43&w=43&mode=stretch
KJ Somaiya Institute of Engineering and Information Technology - [KJSIEIT],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1432036577somya.jpg?h=43&w=43&mode=stretch
